product_name,review_text,rating,tags,flan-t5-xl-JDG-T-101-qlora,mistral-7b-instruct-v0.2-JDG-210,gpt-3.5-turbo-0125:personal:review-tags-jdg001,llama-2-7b-chat-JDG-211-checkpoint-650,Flan-t5-xl Disagrees,Mistral Disagrees,GPT3.5 Disagrees,Llama Disagrees,3 Judges Agree,Unanimous,At least 3 judges,Validate 3 Judges,Validate Unanimous,No agreement – Human labelled,Set 1 – 3 Judges + Human Labels,Set 2 – Unanimous + Human Labels,Set 3 – Combined Human Labelled,validation,design,value,performance,quality,none,non-review
Amazon Echo Show,Love it!. Its my favorite of all of mine.  I like the weather and clock and tips,5,,"[""none""]","[""design"",""performance""]","[""performance""]","[""design""]",,,,,,,,,,"[""none""]","[""none""]","[""none""]","[""none""]",0,0,0,0,0,0,0
Kindle Tablet ,Love it!. I love it. Have never met a kindle I didn't love. The color is bright and beautiful.,5,,"[""none""]","[""design""]","[""design""]","[""design""]","[""design""]",,,,"[""design""]",,"[""design""]",,,,"[""design""]",,,0,1,0,0,0,0,0
Hair Spray Bottle,"Love it!. Great continuous mist. Works great for thick, curly hair",5,,"[""performance""]","[""performance""]","[""performance""]","[""performance""]",,,,,,"[""performance""]","[""performance""]",,,,"[""performance""]","[""performance""]",,0,0,0,1,0,0,0
Kindle Tablet ,Love it!. Good little tablet!,4,,"[""none""]","[""none""]","[""none""]","[""none""]",,,,,,"[""none""]","[""none""]",,,,"[""none""]","[""none""]",,0,0,0,0,0,1,0
Exfoliating Cloth,Love it! Exfoliating. I love these! I like to scratch my skin with these as I am always very itchy. Awesome ! I replaced mine after a month because I like the rough of a new one. Probably could use longer before replacing it.,5,,"[""performance""]","[""performance""]","[""performance""]","[""performance""]",,,,,,"[""performance""]","[""performance""]",,,,"[""performance""]","[""performance""]",,0,0,0,1,0,0,0
Coffee Filter,lots of grinds get through the fine mesh just because of the pressure behind it I .... It works alright... lots of grinds get through the fine mesh just because of the pressure behind it I think.,3,,"[""performance""]","[""performance""]","[""performance""]","[""performance""]",,,,,,"[""performance""]","[""performance""]",,,,"[""performance""]","[""performance""]",,0,0,0,1,0,0,0
Amazon Fire TV Stick,"Lots of ads everywhere. The big difference from appleTV is privacy and esthetics. A super busy screen design is not as clean as apple’s. You’re inundated with ads at every turn, including when pausing a movie. Alexa integration is excellent and very convenient.",3,,"[""design""]","[""design"",""performance""]","[""design""]","[""design"",""performance""]",,,,,,,,,,,,,,0,0,0,0,0,0,0
Insect Repellent,Lotion separates from the insect oil. I've purchased for international S. America and Vietnam travel.  When it pours the lotion separates from the insect oil and I have a tough time getting to two to meld.,3,,"[""quality""]","[""quality""]","[""quality""]","[""performance""]",,,,"[""quality""]","[""quality""]",,"[""quality""]",,,,"[""quality""]",,,0,0,0,0,1,0,0
Coffee Filter,"LOSES CHARCOAL. GREAT VALUS IF THIEY DIDN'T LEAK CHARCOAL INTO MY WATER RESEVOIR. I RINSED THE FILTER AS RECOMMENDED BUT I CONTINUE TO HAVE SMALL PARTICLES OF CHARCOAL FLOATING IN MY WATER. I WON'T ORDER THESE AGAIN, I'M SORRY TO HAVE TO LEAVE THIS REVIEW. I WAS HOPEFUL BUT NOW DISAPPOINTED",2,,"[""performance"",""value""]","[""quality"",""value""]","[""quality""]","[""quality""]",,,,,,,,,,,,,,0,0,0,0,0,0,0
Crown / Tiara,Looks great!. Exactly like the photo!,5,,"[""none""]","[""design""]","[""design""]","[""design""]","[""design""]",,,,"[""design""]",,"[""design""]",,,,"[""design""]",,,0,1,0,0,0,0,0
Eyebrow Tint,"Looks good but.... Works good and looks nice but doesn't last very long, at least for me. Lasts about a week or so. Also when I bought it it said that it was for both eyebrows and lashes but when it arrived it said don't use on lashes may cause blindness?!",2,,"[""design"",""performance""]","[""performance""]","[""performance"",""quality""]","[""design"",""performance""]",,,,,,,,,,,,,,0,0,0,0,0,0,0
Necklace,"Looks expensive and of high quality. I wasn't sure if it would be too cheap looking, or too blingy, but it is perfect and I got many compliments on it the first time I wore it. It was the perfect accent peace for my light turquoise tunic.",4,,"[""design"",""quality""]","[""design"",""quality""]","[""design""]","[""design"",""quality""]",,,"[""design"",""quality""]",,"[""design"",""quality""]",,"[""design"",""quality""]",,,,"[""design"",""quality""]",,,0,1,0,0,1,0,0
Coffee Scoop,Looks better than performs. This makes a huge mess until you learn how to use it. Then after you learn how to use it it makes a smaller mess. Even being careful and using over a sink it still has bits of coffee that seems to fall out from nowhere. Strongly recommend you use a spoon instead of this.,3,,"[""design"",""performance""]","[""design"",""performance""]","[""performance""]","[""design"",""performance""]",,,"[""design"",""performance""]",,"[""design"",""performance""]",,"[""design"",""performance""]",,,,"[""design"",""performance""]",,,0,1,0,1,0,0,0
Back Cushion,Look no further because this pad is tops!. This is THE chair pad if you sit longer than 10 min. per day especially using a computer. It's well worth the high price for what you get & how it keeps its original shape & form factor over a long period of time.,5,,"[""performance"",""quality""]","[""performance"",""value""]","[""performance"",""value""]","[""performance""]",,,,,,,,,,,,,,0,0,0,0,0,0,0
Coffee Filter,Longer use. it is a must should last longer!,3,,"[""quality""]","[""quality""]","[""quality""]","[""performance""]",,,,"[""quality""]","[""quality""]",,"[""quality""]",,,,"[""quality""]",,,0,0,0,0,1,0,0
Logitech Mouse,Logitech Rules !!. I love Logitech!  Have used their trackball mice for ever.  Hate using the lap top mouse so decided to try this!  What a great product!!!  Having the trackball is so much easier on my hands--no moving mouse..just a roll of the thumb and you are there !!!!!,5,,"[""design"",""performance""]","[""design"",""performance""]","[""design"",""performance""]","[""design"",""performance""]",,,,,,"[""design"",""performance""]","[""design"",""performance""]",,,,"[""design"",""performance""]","[""design"",""performance""]",,0,1,0,1,0,0,0
Logitech Mouse,"Logitech M570 FAILURE to connect to PC!. Logitech Wireless Trackball M570 will NOT pair or connect with  Logitech USB dongle anymore...:-(<br />Have uninstalled/reinstalled Logitech SetPoint software MANY times, but this Logitech M570 does not EVER connect!<br /><br />Please advise, it &#34;used&#34; to work well, on another PC!!!",1,performance,"[""performance""]","[""performance""]","[""performance""]","[""performance""]",,,,,,"[""performance""]","[""performance""]",,,,"[""performance""]","[""performance""]",,0,0,0,1,0,0,0
Soft Tissues,Loción seca. Pensé eran húmedos... Son secos.,3,,"[""quality""]","[""quality""]","[""none""]","[""quality""]",,,"[""quality""]",,"[""quality""]",,"[""quality""]",,,,"[""quality""]",,,0,0,0,0,1,0,0
Wet Wipes,Loaded with alcohol. My bottom is RAW!!! These wipes took the skin off my bottom! After only using them for a week I had a bloody bottom. I would NEVER use these on a child or baby. These are TERRIBLE!,1,,"[""performance""]","[""performance""]","[""quality""]","[""quality""]",,,,,,,,,,,,,,0,0,0,0,0,0,0
Bluetooth Speakers,Little Speaker Little sound. No low tones,3,,"[""performance""]","[""performance""]","[""performance""]","[""performance""]",,,,,,"[""performance""]","[""performance""]",,,,"[""performance""]","[""performance""]",,0,0,0,1,0,0,0
Soft Tissues,Little pricey. Pricy compared to store,1,,"[""value""]","[""value""]","[""value""]","[""value""]",,,,,,"[""value""]","[""value""]",,,,"[""value""]","[""value""]",,0,0,1,0,0,0,0
Coffee Filter,"Little larger than original Keurig filters. I bought these as an alternative to the oem filters, and while they probably work just as well they seem to be a little larger than the keurig ones.  I was able to squeeze them in, but they're don't seem to really fit all that well.",3,,"[""design""]","[""quality""]","[""quality""]","[""design""]",,,,,,,,,,,,,,0,0,0,0,0,0,0
Foot Scrubber / Massager,Lister. Neat product - doesn't stick to my tiled shower floor but I use it daily.  The non stick issue is the only reason I couldn't give it a 5.,4,,"[""design"",""performance""]","[""performance""]","[""performance""]","[""performance""]","[""performance""]",,,,"[""performance""]",,"[""performance""]",,,,"[""performance""]",,,0,0,0,1,0,0,0
Listerine pump for mouthwash,Limits mess and waste.. Does what is suppose to do.  Limits mess and waste.,4,,"[""performance""]","[""performance""]","[""performance""]","[""design"",""performance""]",,,,"[""performance""]","[""performance""]",,"[""performance""]",,,,"[""performance""]",,,0,0,0,1,0,0,0
Shampoo,"Like this shampoo!. I really enjoyed this shampoo and have felt as though it has made my hair softer and healthier. It has definitely made a different in my routine! I use it sparingly and don't use it everyday as it can be a bit heavy on my fine, thin hair. However for a good moisturizing treatment I find it very helpful!",4,,"[""performance""]","[""performance""]","[""performance""]","[""performance""]",,,,,,"[""performance""]","[""performance""]",,,,"[""performance""]","[""performance""]",,0,0,0,1,0,0,0
Castor Oil,Like the bottle and pump. I really like that fact that it is in a glass bottle and the pump works very well.<br />I used it mainly on the eyebrow area and won't know the result may be a couple months later.,4,,"[""design"",""performance""]","[""design"",""quality""]","[""design""]","[""design"",""performance""]",,,,,,,,,,,,,,0,0,0,0,0,0,0
Earbuds,Like it. Like it,5,,"[""none""]","[""none""]","[""none""]","[""none""]",,,,,,"[""none""]","[""none""]",,,,"[""none""]","[""none""]",,0,0,0,0,0,1,0
Eyebrow Tint,"Like it. I like this product, but if is suppose to last for months, or even weeks before reapplication is needed, that's not the case.  The tint lasts about two days for me.  Still, the product is easy to apply and my brows look amazing for those two days.",4,,"[""design"",""performance""]","[""performance""]","[""performance""]","[""design"",""performance""]",,,,,,,,,,,,,,0,0,0,0,0,0,0
Back Cushion,Like but don't love. Like but don't love. Wiggles around too much and causes fatigue in sensitive areas. Use for no more than 4 hours a day.,3,,"[""performance""]","[""performance""]","[""performance""]","[""performance""]",,,,,,"[""performance""]","[""performance""]",,,,"[""performance""]","[""performance""]",,0,0,0,1,0,0,0
Soap Sheets,Lightweight Soap for Traveling. A single sheet is good for a pair of underwear. The soap dissolves quickly but the water does not feel too soapy so not sure about the quality of cleaning. Best is to let the clothes sit in the soap solution for 5 minutes before rinsing.,4,,"[""design"",""performance"",""value""]","[""performance"",""value""]","[""performance""]","[""design"",""performance""]",,,,,,,,,,,,,,0,0,0,0,0,0,0
Yoga Mat Cleaner,Light smell this way so not that bad but didn't seem to make too much of a .... I'm just not feeling it.  I don't see how it cleans unless you douse the mat and then it will smell too strong.  I used a bucket of water and a light spray to clean it.  Light smell this way so not that bad but didn't seem to make too much of a difference.  If your yoga mat is that dirty then buy a new one.,2,,"[""performance""]","[""performance""]","[""performance""]","[""quality""]",,,,"[""performance""]","[""performance""]",,"[""performance""]",,,,"[""performance""]",,,0,0,0,1,0,0,0
Amazon Smart Plug,"Light on, light off. Worked as described. Easy Peasey set-up",5,,"[""design"",""performance""]","[""performance""]","[""performance""]","[""design"",""performance""]",,,,,,,,,,,,,,0,0,0,0,0,0,0
Stain Remover,Lifesavers. These stain removers have been a lifesaver!  We keep one in our daughter's room and one downstairs where we spend most of our time. Just spritz the stain and wash whenever you have enough for a load and the stain comes right out!,5,,"[""performance""]","[""performance""]","[""performance""]","[""performance""]",,,,,,"[""performance""]","[""performance""]",,,,"[""performance""]","[""performance""]",,0,0,0,1,0,0,0
Smart Scale,life saver. life saver,5,non-review,"[""none""]","[""non-review""]","[""none""]","[""non-review""]",,,,,,,,,,[“none”],[“none”],[“none”],[“none”],1,0,0,0,0,0,0
Kitchen Tools,Less to clean up!  Easy to trim to fit perfectly!. Easy to install!  There is nothing worse than trying to move my stove out to clean something that has run down between the stove and cabinets!  This has really solved that problem!  I would recommend this to anyone!  Easy to trim to fit!,5,,"[""design"",""performance""]","[""performance"",""design""]","[""design""]","[""design"",""performance""]",,,,,,,,,,,,,,0,0,0,0,0,0,0
Peppermint Oil,Left my hair oily..... I've been using either Moroccan or amethyst oil for a long time and this is the only one that has left my hair oily looking. I used it on both my hair (extensions) and my daughters natural hair and both had the same result. It's also very watery compared to the others I've use. I wouldn't recommend for hair.,2,,"[""performance"",""quality""]","[""performance""]","[""performance""]","[""quality""]",,,,,,,,,,,,,,0,0,0,0,0,0,0
Logitech Mouse,"Left click stops working. I finally got used to using the trackball and the left click stopped working.  In doing research on the internet, it appears to be a common problem with this mouse and there is no fix",2,,"[""performance""]","[""performance""]","[""quality""]","[""quality""]",,,,,,,,,,,,,,0,0,0,0,0,0,0
Earbuds,"Left bud doesn't work. Always disconnects or does play at all. I can only write a review on half the product. Only half of it works. one earbud works, the other constantly connects and disconnects. Very disappointed as it was a Christmas present and they are less than three weeks old. I would recommend you spend the extra money and get a decent pair.",2,,"[""quality""]","[""performance""]","[""quality""]","[""performance"",""quality""]",,,,,,,,,,,,,,0,0,0,0,0,0,0
Hairspray,"Leaves flakey residue on my hair. Okay hold, great for travel. Bought it in a pinch<br />At the end of the day, as I'm brushing my hair, I get lots of flakey residue.<br />I prefer other hairspray is all",3,,"[""quality""]","[""quality""]","[""quality""]","[""performance""]",,,,"[""quality""]","[""quality""]",,"[""quality""]",,,,"[""quality""]",,,0,0,0,0,1,0,0
Kindle Tablet ,Learn how to sideload Android apps. You will have to learn how to side load Google/Android apps as Amazon blocks Google. This makes it complicated to load needed apps such as Southwest airlines app and others. Also there are many ads and other bloatware that is impossible to delete.,2,,"[""design"",""quality""]","[""performance""]","[""performance""]","[""design"",""performance""]",,,,,,,,,,,,,,0,0,0,0,0,0,0
Glycerin,Leaks and doesn't work in food recipes. I was never able to get proper use out of this product. I had found it included in several protein related recipes and decided to buy it but the recipe didn't list a brand. This was definitely not the right brand. It also leaked all over the bottle.,1,"design, performance","[""design"",""performance""]","[""design"",""performance""]","[""performance""]","[""design"",""performance""]",,,"[""design"",""performance""]",,"[""design"",""performance""]",,"[""design"",""performance""]",,,,"[""design"",""performance""]",,,0,1,0,1,0,0,0
Stain Remover,"Leaking when received....EVERY TIME I've ordered it.. This is the 3rd time I've ordered this.  It has been damaged or leaking EVERY time.  Someone isn't doing quality control very well.  Can't find it at any stores including Publix, Wal-Mart, Kroger, Ingles, etc.",3,,"[""quality""]","[""quality""]","[""quality""]","[""quality""]",,,,,,"[""quality""]","[""quality""]",,,,"[""quality""]","[""quality""]",,0,0,0,0,1,0,0
Glycerin,Leaked. Noticed it leaked. When i pulled ot out the seal on top was open and it was cpvered in it.,1,,"[""quality""]","[""quality""]","[""quality""]","[""quality""]",,,,,,"[""quality""]","[""quality""]",,,,"[""quality""]","[""quality""]",,0,0,0,0,1,0,0
Stain Remover,Leaked in box. Came leaky,4,,"[""quality""]","[""quality""]","[""quality""]","[""quality""]",,,,,,"[""quality""]","[""quality""]",,,,"[""quality""]","[""quality""]",,0,0,0,0,1,0,0
Coffee Maker Cups,"Leakage!. Nice idea, but after you brew your coffee, and go to remove basket it always has water left on top and leaks all over the front of machine. Tried all different ways to brew like not filling basket all the way full and not compressing coffee into basket. Still does the same thing. so we are returning product and are going to try other brands.",1,,"[""performance""]","[""performance""]","[""quality""]","[""performance""]",,,"[""performance""]",,"[""performance""]",,"[""performance""]",,,,"[""performance""]",,,0,0,0,1,0,0,0
Soft Tissues,le price and all in. It was very nice but I think it needs to be more softer maybe you need to put more lotion but it do absorb very well thank you,3,,"[""value""]","[""quality""]","[""quality""]","[""quality"",""value""]",,,,,,,,,,,,,,0,0,0,0,0,0,0
Earbuds,Lasted about four months.... Now there's only sound out of one earbud.,2,,"[""quality""]","[""quality""]","[""quality""]","[""quality""]",,,,,,"[""quality""]","[""quality""]",,,,"[""quality""]","[""quality""]",,0,0,0,0,1,0,0
Coffee Filter,"Lasted 45 days. I purchased this to replace the original, which seemed to be getting dirty. Fortunately, I saved it, since the mesh pulled loose from the frame so I reverted back. I imagine it's a knockoff, but there aren't any identifying marks on either the original or the new one that indicate a manufacturer.",1,,"[""quality""]","[""quality""]","[""quality""]","[""quality""]",,,,,,"[""quality""]","[""quality""]",,,,"[""quality""]","[""quality""]",,0,0,0,0,1,0,0
Kitchen Tools,larger pans didn't fit burners. These pans were a good value for the money and seem well made.  They fit just fine in the opening but the internal dimension of the larger burner pan is just a little too small to fit the element.  So when you reinstall the element it can't sit down flat in the pan  I ordered two OEM GE pans and those fit fine.  I kept the smaller ones.,3,,"[""design"",""quality"",""value""]","[""performance"",""value""]","[""quality"",""value""]","[""design"",""performance"",""value""]",,,,,,,,,,,,,,0,0,0,0,0,0,0
Soft Tissues,Large Sized Tissues. I like the larger sized tissues.  I was happy to be able to get these when Kleenex was unavailable during the quarantine.  I have allergies and blow my nose a lot.  Puffs are my first choice for softness but these tissues are soft but not as soft as Puffs or some Kleenex tissues I’ve bought before.,4,,"[""design"",""quality""]","[""performance""]","[""design"",""quality""]","[""design"",""performance""]",,,,,,,,,,,,,,0,0,0,0,0,0,0
Kitchen Tools,"Large Drip Pans Don't fit. The smaller drip pans fit perfectly, but the larger drip pans did not.  While the circumference was good and they fit easily into the hole, they did not seat properly which caused a gap between the range top and the drip pan.  I'm in the process of moving so did not take the time to pursue, but was disappointed that two of the pans could fit and the other two did not.",2,,"[""design"",""quality""]","[""performance""]","[""quality""]","[""design""]",,,,,,,,,,,,,,0,0,0,0,0,0,0
Kitchen Tools,"large drip pans are too large. I like the drip pans and the smaller ones fit fine but the larger size is too big for the opening it is supposed to fit into. It makes the pan sit about a 1/4"" above the opening where it should fit tightly.",3,,"[""design""]","[""design""]","[""quality""]","[""design""]",,,"[""design""]",,"[""design""]",,"[""design""]",,,,"[""design""]",,,0,1,0,0,0,0,0
Amazon Fire TV Stick,Lag lag and… lag. I’m getting 300+ mbps the picture quality is great but it takes minutes to load when I turn it on and it stutters and lags ALWAYS no matter what app I use.  Even the Amazon Prime video ap.  I even searched how to possibly speed it up and it only marginally helped.,2,,"[""performance""]","[""performance""]","[""performance""]","[""performance""]",,,,,,"[""performance""]","[""performance""]",,,,"[""performance""]","[""performance""]",,0,0,0,1,0,0,0
Exfoliating Cloth,"knockoff. I've been using this all my life, bought them from asian markets, and was happy to find a good price on Amazon. I just opened and used it and it's not the same as the one they sell at Asian markets. This is much softer knock off version. Original one scrubs the shi* out of you, which is what I like about it.",1,,"[""quality"",""value""]","[""quality""]","[""quality""]","[""quality""]","[""quality""]",,,,"[""quality""]",,"[""quality""]",,,,"[""quality""]",,,0,0,0,0,1,0,0
Soft Tissues,Kleenex. Great quality. . .<br /><br />Grade: A,5,,"[""quality""]","[""quality""]","[""quality""]","[""quality""]",,,,,,"[""quality""]","[""quality""]",,,,"[""quality""]","[""quality""]",,0,0,0,0,1,0,0
Soft Tissues,Kleenex. A little smaller then the regular box!! It still Kleenex just smaller!!,4,,"[""design""]","[""none""]","[""none""]","[""design""]",,,,,,,,,,,,,,0,0,0,0,0,0,0
Kindle Paperwhite e-reader.,"Kindle Paper White. I have the Kindle Fire.  This new Paper White<br />was hard for me to maneuver, and<br />wasn't what I was looking for, so I returned it.",2,,"[""design""]","[""non-review""]","[""none""]","[""design""]",,,,,,,,,,,,,,0,0,0,0,0,0,0
Amazon Fire Tablet,"Kindle HD Fire 10inch. Something has gone wrong with charging, tried several outlets, it won't go past 55% even overnight.  UGH",3,,"[""performance""]","[""performance""]","[""performance""]","[""quality""]",,,,"[""performance""]","[""performance""]",,"[""performance""]",,,,"[""performance""]",,,0,0,0,1,0,0,0
Amazon Fire Tablet,"Kindle Fire HD10. Had my kindle fire for 1 week it shut down and never came back on,I'm thinking I was sent a refurbished one as a new one.",1,,"[""quality""]","[""quality""]","[""quality""]","[""quality""]",,,,,,"[""quality""]","[""quality""]",,,,"[""quality""]","[""quality""]",,0,0,0,0,1,0,0
Kindle Paperwhite e-reader.,Kindle Does NOT sync with Audible!. I'm sure it's a good product but it's absolutely useless to me. I looked up whispersync prior to purchase expecting audible to sync to text... Nope I need to repurchase all my audible books. However there does appear to be an option to purchase for Kindle THEN sync to audible.,1,,"[""performance""]","[""performance""]","[""performance""]","[""design"",""performance""]",,,,"[""performance""]","[""performance""]",,"[""performance""]",,,,"[""performance""]",,,0,0,0,1,0,0,0
Hair Brush,Kind of stiff. Seems ok but is on the stiff side. Thought it would be a lot softer,4,,"[""quality""]","[""quality""]","[""quality""]","[""quality""]",,,,,,"[""quality""]","[""quality""]",,,,"[""quality""]","[""quality""]",,0,0,0,0,1,0,0
Coffee Filter,"Kind of expensive. Does the job, but kind of expensive",3,,"[""value""]","[""value""]","[""value""]","[""value""]",,,,,,"[""value""]","[""value""]",,,,"[""value""]","[""value""]",,0,0,1,0,0,0,0
Anti-slip wax for glasses,Kind of a waste of money. Doesn’t work once one’s face becomes oily. If you had a non-oily complexion it would probably work better but I don’t know that it would be as needed. I find it easier to just remove my glasses periodically to wipe my nose and the part of the frame that touches my nose. I don’t use it anymore.,2,,"[""performance""]","[""performance""]","[""performance""]","[""performance""]",,,,,,"[""performance""]","[""performance""]",,,,"[""performance""]","[""performance""]",,0,0,0,1,0,0,0
Coffee Filter,"Keurig self loadable K-cup. After examining this unit carefully, I found that it didn't work any better than the generic K-cups that I have been using, so I returned it.",3,,"[""performance""]","[""performance""]","[""performance""]","[""performance""]",,,,,,"[""performance""]","[""performance""]",,,,"[""performance""]","[""performance""]",,0,0,0,1,0,0,0
Coffee Filter,"Keurig My K-Cup. i think it would be good but i ordered it for a machine at work not realizing it was a commercial keurig and i could not use the filter.<br />Perhaps it should mention it is not for commercial machines.<br />Otherwise, I am happy with the order and the timely fashion it arrived at my house.",3,,"[""non-review""]","[""none""]","[""none""]","[""none""]","[""none""]",,,,"[""none""]",,"[""none""]",,,,"[""none""]",,,0,0,0,0,0,1,0
Coffee Filter,Keurig filters. A good cup of coffee requires quality filtered water. A good charcoal filter changed frequently gives you that result each time you brew a cup.,4,,"[""performance""]","[""performance""]","[""quality""]","[""performance""]",,,"[""performance""]",,"[""performance""]",,"[""performance""]",,,,"[""performance""]",,,0,0,0,1,0,0,0
Coffee Filter,"Keurig Coffee Filters, Charcoal Replacement Filters for Keurig Coffee Machines, 12-Pack. filters were not as strong as original Keurig filters.  These filters are very flimsy compared to the ones you buy from Keurig.",3,,"[""quality""]","[""quality""]","[""quality""]","[""quality""]",,,,,,"[""quality""]","[""quality""]",,,,"[""quality""]","[""quality""]",,0,0,0,0,1,0,0
Amazon Fire TV Stick,Keeps Rebooting. Spoke with Amazon when I first Purchased it . Updated the software but it loves to continually reboot . it is plugged directly into my Samsung Smartv.I don't use Voice  Recognition or Alexa although I have an echo.,1,,"[""performance""]","[""performance""]","[""performance""]","[""performance""]",,,,,,"[""performance""]","[""performance""]",,,,"[""performance""]","[""performance""]",,0,0,0,1,0,0,0
UV-C Sanitizer and Deodorizer,Keeps our animal room fresh!. This air freshener is perfect for a room we have a bunny rabbit in! It takes all the smell away! Great product for the money!,5,,"[""performance"",""value""]","[""value""]","[""performance"",""value""]","[""performance"",""value""]",,"[""performance"",""value""]",,,"[""performance"",""value""]",,"[""performance"",""value""]",,,,"[""performance"",""value""]",,,0,0,1,1,0,0,0
Foot Scrubber / Massager,Keep those Gnarly feet clean. Just works!  I use it with a little dab of body wash.,5,,"[""performance""]","[""performance""]","[""performance""]","[""performance""]",,,,,,"[""performance""]","[""performance""]",,,,"[""performance""]","[""performance""]",,0,0,0,1,0,0,0
Soft Tissues,"Keep these tissues handy! They’re the best!. There are times when everyone needs a tissue that’s big enough, strong, soft and conveniently at hand, so keep a box of these Kleenex tissues in your car, on your desk or kitchen counter. Best product to come along in this time of viruses and colds.",5,,"[""design"",""performance""]","[""performance"",""value""]","[""performance"",""quality""]","[""performance""]",,,,,,,,,,,,,,0,0,0,0,0,0,0
Kitchen Tools,Keep out the dirt. Easy to install. Had to cut it a little bit. Easy to clean and blends in with my stove,4,,"[""design"",""quality""]","[""design"",""performance""]","[""design""]","[""design"",""performance""]",,,,,,,,,,,,,,0,0,0,0,0,0,0
Coffee Filter,"K-Cup. Unfortunately, it wasn’t a universal fit for the Krups one cupper.",2,,"[""quality""]","[""non-review""]","[""none""]","[""design""]",,,,,,,,,,,,,,0,0,0,0,0,0,0
Cotton Rounds,Just what I needed. Perfect and handy,5,,"[""none""]","[""none""]","[""none""]","[""design"",""performance""]",,,,"[""none""]","[""none""]",,"[""none""]",,,,"[""none""]",,,0,0,0,0,0,1,0
Coffee Filter,Just what I needed!!. Gets rid of the coffee grounds that make the Keurig not so much fin to have a cup of coffee from. Just what I needed.,4,,"[""performance""]","[""performance""]","[""performance""]","[""performance""]",,,,,,"[""performance""]","[""performance""]",,,,"[""performance""]","[""performance""]",,0,0,0,1,0,0,0
Earbuds,"Just what I expected. These earbuds are okay, I did not expect anything less but they definitely helped while my bigger ones broke. Still hoping to repair those but int he meantime these are good and they came with replacements for the earbuds and well packaged.",5,,"[""quality""]","[""quality""]","[""performance"",""value""]","[""design"",""value""]",,,,,,,,,,,,,,0,0,0,0,0,0,0
Listerine pump for mouthwash,Just perfect. The pump is just right for use with the right bottle .Tha,5,,"[""design""]","[""design""]","[""design""]","[""design""]",,,,,,"[""design""]","[""design""]",,,,"[""design""]","[""design""]",,0,1,0,0,0,0,0
Hair Clips,"Just okay.. I had hoped for a little higher quality item.  They are just okay.  Useful, but not as nice as the salon clips.",2,,"[""quality""]","[""quality""]","[""quality""]","[""quality""]",,,,,,"[""quality""]","[""quality""]",,,,"[""quality""]","[""quality""]",,0,0,0,0,1,0,0
Makeup Brush Holder ,Just Ok.. Just Ok.,3,,"[""none""]","[""none""]","[""none""]","[""none""]",,,,,,"[""none""]","[""none""]",,,,"[""none""]","[""none""]",,0,0,0,0,0,1,0
Soap Sheets,Just OK. These are just ok.  It beats carrying around shave cream can for travel but I don't find them much better than just using the soap in the hotel,3,,"[""value""]","[""none""]","[""value""]","[""quality""]",,,,,,,,,,,,,,0,0,0,0,0,0,0
Earbuds,"just ok. just ok , if you have a pair of apple earbuds much better.",3,,"[""none""]","[""quality""]","[""value""]","[""quality""]",,,,,,,,,,,,,,0,0,0,0,0,0,0
Tea Infuser,Just ok. Its nice but i dont think the price matches with the quality and durability.,3,,"[""value""]","[""quality"",""value""]","[""quality"",""value""]","[""quality"",""value""]","[""quality"",""value""]",,,,"[""quality"",""value""]",,"[""quality"",""value""]",,,,"[""quality"",""value""]",,,0,0,1,0,1,0,0
Hair Spray Bottle,"Just ok. It’s ok. I thought it was a continuous spray, but it’s not.",3,,"[""quality""]","[""performance""]","[""performance""]","[""performance""]","[""performance""]",,,,"[""performance""]",,"[""performance""]",,,,"[""performance""]",,,0,0,0,1,0,0,0
Amazon Fire TV Stick,Just Ok. I Prefer the Roku. The Firestick for me is just ok. Nothing about it is better or easier to use than the Roku. I have both. And my preference over the two is the Roku.,3,,"[""design""]","[""performance""]","[""none""]","[""none""]",,,,,,,,,,,,,,0,0,0,0,0,0,0
Coffee Scoop,Just not practical. Just not practical,2,,"[""design""]","[""non-review""]","[""none""]","[""none""]",,,,,,,,,,,,,,0,0,0,0,0,0,0
Hair Brush,"Just Not Long Enough. Like others said, the bristles are too short to brush from scalp through my hair.  I have thin, fine hair and thought it would work well, but even with my hair, the bristles just weren't long enough.  Otherwise, the brush is made well.  Will use if for my short haired dog.",3,,"[""design"",""performance""]","[""quality""]","[""quality""]","[""design"",""performance""]",,,,,,,,,,,,,,0,0,0,0,0,0,0
Shower Cap,"Just not large enough.. I was looking for an extra large cap like I used to buy but can no longer find in local stores anywhere.  This is not extra large to me, but will keep it for travel",3,,"[""non-review""]","[""size""]","[""none""]","[""design"",""value""]",,,,,,,,,,,,,,0,0,0,0,0,0,0
Amazon Smart Plug,Just love the smart plug automation.. Love the smart plug automation. I have the smart plug connected to a lamp located in the center of my house. Some difficulty connecting the smart plug to my Wi-Fi via Amazon Alexa app. After three tries it finally connected. Initially I wanted to connect to my coffee pot. But the plug came on and off but the coffee pot did not turn on. So I settled for a lamp.,5,,"[""performance""]","[""performance""]","[""performance""]","[""performance""]",,,,,,"[""performance""]","[""performance""]",,,,"[""performance""]","[""performance""]",,0,0,0,1,0,0,0
