product_name,review_text,tags
Hairspray,Love it. Happy with this item,"[""none""]"
Makeup Brush Holder ,Love it!. Love this! Great value!,"[""value""]"
Amazon Echo Show,Love it!. Its my favorite of all of mine.  I like the weather and clock and tips,"[""none""]"
Hair Spray Bottle,"Love it!. Great continuous mist. Works great for thick, curly hair","[""performance""]"
Kindle Tablet ,Love it!. Good little tablet!,"[""none""]"
Exfoliating Cloth,Love it! Exfoliating. I love these! I like to scratch my skin with these as I am always very itchy. Awesome ! I replaced mine after a month because I like the rough of a new one. Probably could use longer before replacing it.,"[""performance""]"
Coffee Filter,lots of grinds get through the fine mesh just because of the pressure behind it I .... It works alright... lots of grinds get through the fine mesh just because of the pressure behind it I think.,"[""performance""]"
Logitech Mouse,Logitech Rules !!. I love Logitech!  Have used their trackball mice for ever.  Hate using the lap top mouse so decided to try this!  What a great product!!!  Having the trackball is so much easier on my hands--no moving mouse..just a roll of the thumb and you are there !!!!!,"[""design"",""performance""]"
Logitech Mouse,"Logitech M570 FAILURE to connect to PC!. Logitech Wireless Trackball M570 will NOT pair or connect with  Logitech USB dongle anymore...:-(<br />Have uninstalled/reinstalled Logitech SetPoint software MANY times, but this Logitech M570 does not EVER connect!<br /><br />Please advise, it &#34;used&#34; to work well, on another PC!!!","[""performance""]"
Bluetooth Speakers,Little Speaker Little sound. No low tones,"[""performance""]"
Soft Tissues,Little pricey. Pricy compared to store,"[""value""]"
Shampoo,"Like this shampoo!. I really enjoyed this shampoo and have felt as though it has made my hair softer and healthier. It has definitely made a different in my routine! I use it sparingly and don't use it everyday as it can be a bit heavy on my fine, thin hair. However for a good moisturizing treatment I find it very helpful!","[""performance""]"
Earbuds,Like it. Like it,"[""none""]"
Back Cushion,Like but don't love. Like but don't love. Wiggles around too much and causes fatigue in sensitive areas. Use for no more than 4 hours a day.,"[""performance""]"
Stain Remover,Lifesavers. These stain removers have been a lifesaver!  We keep one in our daughter's room and one downstairs where we spend most of our time. Just spritz the stain and wash whenever you have enough for a load and the stain comes right out!,"[""performance""]"
Smart Scale,life saver. life saver,[“none”]
Stain Remover,"Leaking when received....EVERY TIME I've ordered it.. This is the 3rd time I've ordered this.  It has been damaged or leaking EVERY time.  Someone isn't doing quality control very well.  Can't find it at any stores including Publix, Wal-Mart, Kroger, Ingles, etc.","[""quality""]"
Glycerin,Leaked. Noticed it leaked. When i pulled ot out the seal on top was open and it was cpvered in it.,"[""quality""]"
Stain Remover,Leaked in box. Came leaky,"[""quality""]"
Earbuds,Lasted about four months.... Now there's only sound out of one earbud.,"[""quality""]"
Coffee Filter,"Lasted 45 days. I purchased this to replace the original, which seemed to be getting dirty. Fortunately, I saved it, since the mesh pulled loose from the frame so I reverted back. I imagine it's a knockoff, but there aren't any identifying marks on either the original or the new one that indicate a manufacturer.","[""quality""]"
Amazon Fire TV Stick,Lag lag and… lag. I’m getting 300+ mbps the picture quality is great but it takes minutes to load when I turn it on and it stutters and lags ALWAYS no matter what app I use.  Even the Amazon Prime video ap.  I even searched how to possibly speed it up and it only marginally helped.,"[""performance""]"
Soft Tissues,Kleenex. Great quality. . .<br /><br />Grade: A,"[""quality""]"
Amazon Fire Tablet,"Kindle Fire HD10. Had my kindle fire for 1 week it shut down and never came back on,I'm thinking I was sent a refurbished one as a new one.","[""quality""]"
Hair Brush,Kind of stiff. Seems ok but is on the stiff side. Thought it would be a lot softer,"[""quality""]"
Coffee Filter,"Kind of expensive. Does the job, but kind of expensive","[""value""]"
Anti-slip wax for glasses,Kind of a waste of money. Doesn’t work once one’s face becomes oily. If you had a non-oily complexion it would probably work better but I don’t know that it would be as needed. I find it easier to just remove my glasses periodically to wipe my nose and the part of the frame that touches my nose. I don’t use it anymore.,"[""performance""]"
Coffee Filter,"Keurig self loadable K-cup. After examining this unit carefully, I found that it didn't work any better than the generic K-cups that I have been using, so I returned it.","[""performance""]"
Coffee Filter,"Keurig Coffee Filters, Charcoal Replacement Filters for Keurig Coffee Machines, 12-Pack. filters were not as strong as original Keurig filters.  These filters are very flimsy compared to the ones you buy from Keurig.","[""quality""]"
Amazon Fire TV Stick,Keeps Rebooting. Spoke with Amazon when I first Purchased it . Updated the software but it loves to continually reboot . it is plugged directly into my Samsung Smartv.I don't use Voice  Recognition or Alexa although I have an echo.,"[""performance""]"
Foot Scrubber / Massager,Keep those Gnarly feet clean. Just works!  I use it with a little dab of body wash.,"[""performance""]"
Coffee Filter,Just what I needed!!. Gets rid of the coffee grounds that make the Keurig not so much fin to have a cup of coffee from. Just what I needed.,"[""performance""]"
Listerine pump for mouthwash,Just perfect. The pump is just right for use with the right bottle .Tha,"[""design""]"
Hair Clips,"Just okay.. I had hoped for a little higher quality item.  They are just okay.  Useful, but not as nice as the salon clips.","[""quality""]"
Makeup Brush Holder ,Just Ok.. Just Ok.,"[""none""]"
Amazon Smart Plug,Just love the smart plug automation.. Love the smart plug automation. I have the smart plug connected to a lamp located in the center of my house. Some difficulty connecting the smart plug to my Wi-Fi via Amazon Alexa app. After three tries it finally connected. Initially I wanted to connect to my coffee pot. But the plug came on and off but the coffee pot did not turn on. So I settled for a lamp.,"[""performance""]"
Micro SD Memory Card,"JUST FOR THE MEMORY. Plenty of memory, purchased for the memory to take videos on a Knock off Go Pro camera by AKASO and so far it works fine.","[""performance""]"
Hair curler,Just didn't hold a wave well. I used it .... Just didn't hold a wave well.  I used it for two weeks..now it sits in the back of my drawer.,"[""performance""]"
Crown / Tiara,Just as pictured. Very detailed and ornate. My daughter wore to a Daddy Daughter Dance and all the other girls were jelly!,"[""design""]"
Hair Brush,just as expected. just as expeceted,"[""none""]"
Kitchen Tools,"JUNK!. went in garbage-Junk Had to cut it to fit the length and does not lay flat, moves around. Waste of money but not worth even sending back","[""quality""]"
Earbuds,J. Left side bit working,"[""quality""]"
Shampoo,Its ok.. I have been using this shampoo for about two weeks now and I do not see a difference in my hair. I have very thin frizzy hair and I was hoping this would help the frizz. It did not.,"[""performance""]"
Amazon Fire TV Stick,Its ok. It buffers and you cant watch some videos have to constantly restart it,"[""performance""]"
Amazon Echo Show,It’s ok. It’s ok you have to yell and repeat yourself all the time. Not very loud for listening to music,"[""performance""]"
Cleaner,It's very effective. This stuff is amazing. It really removed marks on your walls and doors. How it works??? But it does.,"[""performance""]"
Echo Dot,It's okay. Sometimes I gotta repeat myself and yell.... but it eventually hears me,"[""performance""]"
Coffee Maker,It's okay for glam camping.. Good for car camping. Coffee didn't taste any more better than normal.,"[""performance""]"
Amazon Fire Tablet,"It's OK. It's ok, it's a bit slow, my Huawei Mate 9 is faster","[""performance""]"
Coffee Scoop,"It's OK. I wouldn't have bought it again if I hadn't already bought it.<br />It was discounted, so I figured it might be nice to have.<br />Got it with the reusable cups etc.<br /><br />I would've just used a spoon or the cup itself. Not worth the money","[""value""]"
Amazon Fire TV Stick,"It's good. It works really well. Great picture quality and sounds. No lagging and loads apps pretty quickly. Only issue is that it lose internet connection once and a while. Takes a while to come back, kind of frustrating when in the middle of a program.","[""performance""]"
Coffee Filter,It's good but not necessarily cheaper. It's good but I found out that nearby Asian markets have a cheaper price for the same product.,"[""value""]"
Amazon Fire Tablet,It's Awesome. I just love my tablet,"[""none""]"
Amazon Echo Show,It's Awesome!. It was worth the money and it comes in handy for many different things too!,"[""value""]"
Amazon Fire Tablet,It's a small tablet.. Nothing special.,"[""none""]"
Foot Scrubber / Massager,"It Works. It doesn't stick that well to textured surface nor can you get it out of the way by sticking it on the shower insert. It does take up a lot of room on the shower floor. On a good note, it does allow you to clean the bottom of your feet when you are unable, for whatever reason, to lift your foot. Affordable.","[""design"",""performance"",""value""]"
Echo Dot,"it works. Have it in the bedroom, it has issues but it works.","[""performance""]"
Hair Diffuser Attachment,It works. Great size and easy storage. Could fit on the blower a little better...,"[""design"",""performance""]"
Anti-slip wax for glasses,It works!. Awesome product! No odor. Glasses stay where they need to be. Simple solution to a constant problem!,"[""performance""]"
Cleaner,"It works!!. My granddaughter wrote on our new countertop with a black sharpie. I was sick, but tried the magic eraser and it removed all of it.","[""performance""]"
Coffee Filter,It works with the Ninja!. Used this in a Ninja while we waited on the actual system filter to arrive. It served it's purpose well.,"[""performance""]"
Logitech Mouse,"It works great. It works great,  I'm just having trouble getting use to it. I have a little trouble being as quick & precise as I would like, but I'll get there.","[""performance""]"
Coffee Filter,It wasn't Cuisinart but a rip off. I am .... It wasn't Cuisinart but a rip off. I am not sure what it is made with and if it passed safety standards. I thinking of another purpose for it.,"[""quality""]"
Hair Spray Bottle,It was nice while it lasted. I bought this spray bottle April 2022 to use to spray water. It is now August 2022 and the water no longer comes out of the bottle.,"[""quality""]"
Castor Oil,It seems like a good product but it looked like the seal .... It seems like a good product but it looked like the seal around the lid had been tampered with. Am sending back and the return postage will be deducted from my refund which I am not happy about.,"[""quality""]"
Pain Relief Cream,It really helps my arthritic shoulder although the DSMO does .... It really helps my arthritic shoulder although the DSMO does not seem<br />strong as I was expecting to cause a taste in my mouth and it didn't.<br /><br />I just assumed that I would taste it from things I had read.,"[""performance""]"
Yoga Mat Cleaner,"It leaves mat slick.. Looks and smells just like described. However, it did leave my mat quite slick for a while, which it's listed as not doing. I even rubbed it extra times to try to get rid of the slickness. It didn't work. It wore off in time.<br />I can't give this a good review because it makes the mat slick and a potential hazard of injury by going too far too fast.","[""performance""]"
Anti-slip wax for glasses,"It kinda works?. This works, just not as well as i expected given the glowing reviews.  It doesn't hold my glasses in place for long but it holds them in place longer than nothing.  This is likely because the wax won't stay in place on my nose pads.  The wax keeps sliding off the pads.  Also, its a little difficult to apply.  It would benefit from a longer, narrower tube than the current design.","[""design"",""performance""]"
Hairspray,It is ok. This product does not leave a white residue like got to be clue spray but does not hold better than the got to be glue spray,"[""performance""]"
Kindle Tablet ,It is a piece of junk.. Very disappointed.  I had all kinds of trouble getting it hooked up to the internet.  Once I got it hooked up the signel coming from the Fire I had to stand over my motum.  All my other devices worked fine.  It is a piece of junk.,"[""performance""]"
Kitchen Tools,"It fit. Fit between counter and stove very nice, but too early to tell if it will stand up overtime.","[""design""]"
Shampoo,It did not come with a pump so it is .... It did not come with a pump so it is very difficult to use in the shower because of this reason I will not order it again!,"[""design""]"
Smart Scale,It appears to read 20 lbs high.. This scale is a liar.,[“performance”]
Amazon Fire TV Stick,Issues with 3rd party apps... Issues with a few key apps such as Tablo..which would not refresh guide. Had zero issues outside latency with Roku. Not happy thus far..,"[""performance""]"
Amazon Fire TV Stick,"Is so so. Not to pleased. You have to pay for almost every thing you want to watch or have a subscription to a cable company , what is the ise of thos if you have to have cable","[""value""]"
Yoga Mat Cleaner,Is it really cleaning??. I cannot tell if it’s picking up anything. Dirt is still there after spraying and wiping... it smells great though.,"[""performance""]"
Bluetooth Speakers,"Interference with external bluetooth DAC. Instead of connecting directly to the speaker with Bluetooth, I wanted to connect my phone via bluetooth to an Arcam miniBLINK which would connect to the speaker via 3.5mm. Unfortunately, there was interference and the speaker made a constant high-pitch sound. Not the most common use-case for this speaker, but I'm disappointed that it didn't work.","[""performance""]"
Amazon Smart Plug,Inconsistent. It’s great when it works. I just wish that were all the time...,"[""performance""]"
Smart Scale,"Inconsistent Readings. The Fitbit Aria has all the bells and whistles of a modern scale but it does its basic job of, correct and consistent weight readings, poorly. If you stand on the scale thrice in row, rest assured, you will have a different weight and body fat reading each time. Who cares that those readings then sync up over wifi with your account.","[""performance""]"
Coffee Filter,"Impractical when another person uses regular K-cup.. Too much fussing around taking out, then replacing the brewer's cup holder, not to mention all the necessary little mods to keep it from leaking and not seep grounds.  Tossing it and getting an Ekobrew...much simpler and easier to clean.",[“design”]
Amazon Fire Tablet,"If you own a kindle fire that's a few years old, it's worth upgrading.. I loved my old kindle fire, but this is definitely an improvement.  Much faster, and very intuitive to use.","[""performance""]"
Coffee Maker Cups,If you like a strong cup of coffee this is not for .... I wish you could be more coffee into these pods. If you like a strong cup of coffee this is not for you.,"[""performance""]"
Makeup Brush Holder ,If you don't pick this up right it falls apart. If you don't pick this up right it falls apart. It came timely however I would not repurchase this item,"[""quality""]"
Peppermint Oil,I'm not sure why but this frankincense smells weird. .... I'm not sure why but this frankincense smells weird. It almost has a urine smell.  I won't be ordering this brand anymore.,"[""quality""]"
False Eyelashes,"I'd still choose my créme. Might buy again.. I usually only stick to créme lashes the (ones on the left) but I thought I tried these ones out. They feel good they aren't plasticky or hard to bend. They could be more fuller though. I haven't actually wore them yet, but they seem like they will hold up okay, shipping was fast as well. Not much to complain about. 👍","[""design"",""quality""]"
Cleaner,I was able to clean my bathroom better compared to other cleaning products. It works well. I was able to clean my bathroom better compared to other cleaning products.,"[""performance""]"
Insect Repellent,I used to LOVE this stuff but it’s not made the way it .... I used to LOVE this stuff but it’s not made the way it once was. I don’t know what’s different about the product now from before but it doesn’t last as long and smells different,"[""quality""]"
Water Filter,"I think it Might be fake. I read the reviews and therefore was cautious, I got it and it just didn't seem right, not the size, not the colors , not the box it came in... Decided I am not going to risk it, especially since we also use this water to make baby bottles, returned it, and went to get a genuine one from a local store","[""quality""]"
Coffee Filter,"I soaked it like it said for 15 minutes. its ok, I had to run my Keurig 4 times before it got all the charcoal out. I soaked it like it said for 15 minutes. other than 4 times running it its all good now!","[""performance""]"
Amazon Fire TV Stick,I never used it.. Found out things I had not researched well and chose not to use it,"[""non-review""]"
Dishwasher Magnet,I loved it. I loved it,"[""none""]"
Cotton Rounds,I love these except for the little hard fiber things that come off. These work great and do the job. The only reason I’m taking away a star is because the hard fiber parts around the edge of the round will flake off onto your skin and that’s really annoying. They get on your face and if they don’t make it on your face you find them all over your counter.,"[""quality""]"
Wet Wipes,"I love them.. I buy these for myself, not kids, I love them.","[""none""]"
Smart Scale,"I like the concept of the scale. I like the concept of the scale.  I had no trouble setting it up but when it is accidentally bumped, unnoticed, the weigh-in on the screen does not shut off so therefore the batteries die faster.  It seems I am constantly changing the batteries.",[“design”]
Echo Dot,I like it. Sound quality meets my expectations in a small room. Perfect for me in a small room.,"[""performance""]"
Amazon Fire TV Stick,I like it. It had a issue with Netflix. I don’t know if it’s the app or the fire stick.,"[""performance""]"
UV-C Sanitizer and Deodorizer,"I installed it in my kitchen and when I leave .... I installed it in my kitchen and when I leave a pile of dishes overnight, the difference in odor is night and day.","[""performance""]"
Hair Clips,"I have thick hair that is a couple inches past .... I have thick hair that is a couple inches past my shoulders. These clips don't do much for my hair at all, they can only hold a little at a time and are slippery. I keep them around just for coloring my hair.","[""performance""]"
Hair curler,"I have fine but thick hair. This iron didn't work well on my hair, I have fine but thick hair. I will practice more in hopes it will work the way it is supposed to","[""performance""]"
Anti-slip wax for glasses,"I have a pair of heavy glasses and a super tiny nose bridge. I have a pair of heavy glasses and a super tiny nose bridge. I notice that it works better if my nose isn't oily, and I usually have to reapply at some point through the day, but I swear by this product. It has made going on dates, working in the lab, and driving so much better!","[""performance""]"
Kindle Tablet ,I hate this tablet. I hate this tablet.  Its clunky and is extremely slow.  Op system too clunky and not responsive.  The child block is a joke...my kid had ordered an app within 10 min of me setting it to not allow him to.,"[""performance""]"
Amazon Fire Tablet,I had to return my first one because the battery .... I had to return my first one because the battery was failing after one week and now my second one fell off my end table on to my padded carpeted floor and the screen cracked big time. Not worth it in my opinion!,"[""quality""]"
Anti-slip wax for glasses,"I had to get my pads replaced. this turned my glass pads orange, they were very nice and said they would refund the cost have not noticed if they did though they also said this was the first time they heard of this problem. So not sure if I was the one unlucky one or not, I had to get my pads replaced","[""quality""]"
Water Filter,"I guess.... You know, I can't tell the taste difference between this and a generic one (I've only used the HDX Home Depot brand).  It works okay I guess.  I hate the price of these things.","[""value""]"
Pain Relief Cream,I guess it works as advertised. I have used it on my shoulders for light pain and discomfort and it seems to be working. not sure if there are any long term effects but i would recommend it.,"[""performance""]"
Coffee Filter,I don't recommend them.. These filters don't seem to be Keurig brand filters. They arrived in a clear plastic bag and are slightly larger than the holder they fit in.<br />I don't recommend them.,"[""quality""]"
Amazon Fire TV Stick,I don't really have anything good to say about the sticks. I don't really have anything good to say about the sticks.  Their slow.  Go with the firebox it's way more responsive and is faster and gives smooth video. I'd recommend the roku express over this.  Sling is horrible on this as well.,"[""performance""]"
Hair curler,I dare a company to send me a curler that works better!. 110% recommend! Nothing curls my hair ever BUT bed head curlers! And it stays for days. The pics are from yesturday curls I didn't do anything but wake up and toss it in a pony tail. Do yourself a huge favor and get it!!!!,"[""performance""]"
Hair Brush,I cannot use it at all.. It arrived quickly. It seems to be in decent shape. But it smells like pure gasoline. As soon as I opened the bag I had to drop the product and take a couple steps back.<br />I am putting it outside for now. I am not even sure if it is a fire hazard :-) I will update this review if anything changes. This product is completely unusable upon delivery,"[""quality""]"
Glycerin,"I bought this product to use in my fondant. .... I bought this product to use in my fondant. It is thinner and less viscous than other brands. My fondant was much drier and harder than it typically turns out, causing tears and elephant skin.","[""performance""]"
Micro SD Memory Card,"I am sure it is good for cameras and phones that work right. I am sure this is a good product but I put it inside some cheap Samsung phone, and all the aps still wanted to go to the wimpy 8 gig harddrive, not scna disk fault but it should say... you might want to get a new phone. ha","[""performance""]"
Hair Brush,"HUUUGE. I don't understand why this is so huge. I like the why it goes through my hair, but it's just too big.","[""design""]"
False Eyelashes,HORRIBLE. This was a piece of s***! they suck! DO NOT BUY!,"[""none""]"
Anti-slip wax for glasses,Highly recommend.. Does what it supposed to!  Needs some reapplying now and then but that's ok.  Highly recommend.,"[""performance""]"
Exfoliating Cloth,Highly Recommend. I’ve been using this for years! It exfoliates my skin gently and feels super clean.,"[""performance""]"
Earbuds,Hgreat earbuds. Work amazing more then 8 hours play time.,"[""performance""]"
Coffee Filter,here mom.. Bought this for my Minie Keurig and it didnt fit. Even though it said everywhere i looked that it would. So my mom got a new one for her Keurig.,[“none”]
Kindle Paperwhite e-reader.,"HELP!!!. Bought a book from amazon days ago and still can't read it on the kindle. have been to u-tube, google, everywhere..no help..the book shows on kindle, but always asks do I want to stop download? I click no. does it take hours to download books? I'm on WIFI...HELP!!!","[""performance""]"
Curling Brush / Iron,"Helen of Troy Brush Iron. I have used a Helen of Troy Brush Iron for many, many years until it gave out.  I really loved it.  This one is shaped different, different shaped comb, and handle - will have to get use to it.","[""design""]"
Castor Oil,"Haven't seen hair growth yet.. I'm bought this to try and regrow thinning brows. I've been using it for a week, I don't see even one tiny hair growing back; however, it can take longer than that, so if hair does grow back in a few weeks or months I'll definitely come back and update my review.","[""performance""]"
Water Filter,have to use it. no real choice have to use it every six months. its like a subscription to keep your fridge working and cheapest place to get it its here.,"[""value""]"
Amazon Fire Tablet,"hate this tablet 10 "" is what im used to slow to charge, no alexa working, sending back asap.. cannot get ALEXA to work. brand new tab. took 6 hours to fully charge. no google mail. no free phone calls u just use this fire tab to speak thru using your own connection. hate it. sending back. bad experience overall.","[""performance""]"
Curling Brush / Iron,"Hard to Find. I have a hard time finding heated curling brushes these days, and this one works well.  I do wish it had automatic shut-off, but other than that it is fine.","[""performance""]"
Foot Scrubber / Massager,Happy feet. Awesome,"[""none""]"
Hair Brush,"Hair brush. Ok brush, just too large!","[""design""]"
Coffee Maker Cups,Had to return. Had to return. Water went through much too fast.,"[""performance""]"
Amazon Fire TV Stick,Great. I had a first generation fire stick and upgraded to this one. It has performed Much Better! I’m Very satisfied.,"[""performance""]"
Amazon Smart Plug,Great. Great product!,"[""none""]"
Eyebrow Tint,Great. Great,"[""none""]"
Crown / Tiara,great. great,"[""none""]"
Bluetooth Speakers,Great. Granddaughter loves it sound is great,"[""performance""]"
Amazon Fire Tablet,Great. Everything seem to be great,"[""none""]"
Amazon Fire TV Stick,Great!. It's works perfect. I just press microphone and say what i want to watch. Helps!!,"[""performance""]"
Earbuds,"Great!. Bought for my grandson, he loves them!","[""none""]"
Amazon Fire TV Stick,Great!!!. Everything is great!,"[""none""]"
Wet Wipes,Great wipes at a great price.. Buying these wipes on Amazon is the cheapest way and easiest way to buy them.  you can't beat Subscribe & Save.  The wipes are great for my 5 and 7 year old to use in the bathroom.  I also keep a package in my purse & car for easy clean-ups for everday messes.,"[""value""]"
Logitech Mouse,"Great when it works, doesn't work for long. Pretty unreliable. I've ordered three of these, and I think the longest I've had one last so far is about eight months. The last one I ordered only lasted three months. It's really a shame that nobody makes reliable trackball devices anymore.","[""quality""]"
Shower Cap,Great value. Great value,"[""value""]"
Coffee Filter,great value! Too bad I ordered the wrong size. great value! Too bad I ordered the wrong size :o( And return shipping is more than what I would receive as a refund.,"[""value""]"
Amazon Fire Tablet,Great value for the money. Don't expect high-level spec from this item.  This is all about value and weight.  I think with that in mind it is a very nice tablet.,"[""value""]"
Contact Lens Solution,Great value and product. This product is great for cleaning and this is a good price.,"[""value""]"
Logitech Mouse,"Great trackback - get the fitted case for it if you travel.. If you are contemplating for a KVM, make sure your KVM will power the USB transmitter: Not all do.  Otherwise this is a great trackball.","[""performance""]"
Curling Brush / Iron,Great Tool. Love it.  Works exactly as I needed for my fly away hair.,"[""performance""]"
Soft Tissues,Great tissues for family. My family loves the puffs tissues. The aloe is always great during a cold.,"[""performance""]"
Coffee Maker,Great tasting and easy brewing.. I love my aeropress... because it is just right for a few cups of coffee that do not go stale in a over heated pot.,"[""performance""]"
Insect Repellent,"great sunblock, hours in the sun/water no burns.. I love this sunblock, we used it for 4 hours at/in the lake.  No sunburn on my 5 year old or I.  I usually use organic expensive sunscreens for him but I forgot them and this is all I had.  It worked great!","[""performance""]"
Stain Remover,"Great stuff! Works awesome on all baby. Great stuff! Works awesome on all baby, kid and adult stains. Formula, spit up, baby food and leaky diapers. Works better than any other stain remover I've tried!","[""performance""]"
Bluetooth Speakers,Great sound. This is amazing.  The sound quality is so clear and wonderful.  We hook it up to the computer and can hear music all though the house.,"[""performance""]"
Bluetooth Speakers,"Great sound. I was hesitant to purchase this, but I'm so glad did. The sound is great.","[""performance""]"
Yoga Mat Cleaner,Great Service and Product. Quick and sweet... I love my purchase and will be back. Thank you.,"[""none""]"
Smart Scale,"Great Scale, heafty price. I got this scale because I started using the fit bit one.  While it's great and more accurate than my previous scale, it's pretty pricey. I'm not sure it was worth the price.","[""performance"",""value""]"
Coffee Filter,Great replacement. These are more reasonabky priced than at my local home goods store.  I like this product it was as described by amazon and I am very happy with the product.  I will buy more if I find that I am in need of them.,"[""value""]"
Kitchen Tools,Great quality. It’s perfect,"[""quality""]"
Soft Tissues,Great product.. These were great tissues. Good for dry noses as well.,"[""performance""]"
Castor Oil,Great product. Great product!,"[""none""]"
Contact Lens Solution,Great product. Great product,"[""none""]"
Anti-slip wax for glasses,GREAT PRODUCT. Does just what it says it does. Love it. Gonna order another one right now.,"[""performance""]"
Peppermint Oil,Great product!. Very good ! Used as soon as I got in the mail and was absolutly amazing at replenishing my dry skin that cold winter day! Soaks in immediately ! Beautiful! Thanks!,"[""performance""]"
Peppermint Oil,"Great product!. Great product, would buy it again.","[""none""]"
Coffee Maker,"Great product, I love it!. Great product, I love it!","[""none""]"
Water Filter,"Great product, but the cost is up there. Great product,but the cost is up there. In six years of buying filter would have payed over half of the cost of the refrigerator.","[""value""]"
Stain Remover,"great product to have on hand. Works well, great product to have on hand.","[""performance""]"
Hair Spray Bottle,"Great product but mildew smell quickly and can’t get rid of it. We loved this bottle for doing both boys’ hair each morning. Unfortunately, after a week and a half, the water comes old smelling of mildew. I emptied it and allowed it to fully dry and the new water still has the odor.","[""quality""]"
Soft Tissues,Great price. Always running out of these. Now have ample supply to keep a box in almost every room.,"[""value""]"
Stain Remover,"Great organic stain remover. Removes all kinds of organic stains, good for cradle to old age. I don't mean the product is organic just that it removes non chemical stains.","[""performance""]"
Soft Tissues,"Great no more painful wipes and no more money. Look no more red nose! But, no more money for the love of tissues please","[""value""]"
Amazon Fire TV Stick,"Great New Fire Stick with voice. Works real well.. When giving Alexa a command though, not always on spot. Otherwise streams fantastic!","[""performance""]"
Logitech Mouse,"Great mouse!. I love this mouse, it’s much easier to game with and easier to cover your hand to keep it warm if you have bad circulation.<br /><br />I’ve been using it for years and my little brother has one too - he also loves it.",[“performance”]
Logitech Mouse,"Great mouse for the price. My wrist stopped hurting after I bought this mouse (Oct 2017).  It just pooped out on me, so I got 1.5 years out of it.  Not bad for the price!","[""performance"",""value""]"
Hair Clips,"Great item, very handy. I recently acquired a flat iron and wanted clips like these to section and hold my daughter's hair while we used the flat iron. These are well-made in friendly colors, and they're nicely curved rather than straight. The jaws hold well but aren't too strong. Really an ideal solution and at a great price, too.","[""design"",""performance"",”quality”,""value""]"
Foot Scrubber / Massager,"GREAT IDEA AND PRODUCT. I got this 2 years ago for my Grandpa (he's 94 now) to help him do things for himself.  He loved it so much that he used it everyday, beat it to heck and just recently asked for a new one.","[""performance""]"
Hairspray,"Great holding hairspray. I love this hair spray, phenomenal hold for my fine thin hair.","[""performance""]"
Hairspray,great hold. holds good with out being to sticky,"[""performance""]"
Hairspray,"Great hold for short “messy” styles.. Love this hairspray ••• holds all day, can be layered for extra body. Best hairspray I’ve used in years!","[""performance""]"
Amazon Fire TV Stick,Great Gift. Me and my family love it!,"[""none""]"
Earbuds,"Great for listening to music.. These earbudscare great for listening to music, but when using for phone calls is poor quality.  I can hear fine, but for any callers, it is very choppy.","[""performance""]"
Peppermint Oil,"Great for Hair. Seems like a lit of New hair growth, lots of new 1&#34; pieces.","[""performance""]"
Stain Remover,"Great for baby stains. Love this stuff!  Gets any baby stain out as long as you spray and let it soak in.  I mean anything...poo, spit up, food etc.","[""performance""]"
Coffee Filter,Great filters. These filters work well,"[""performance""]"
Earbuds,Great EarPods. So far these earbuds sound SO much clearer than my older pair. Crystal clear and good sounds depth.,"[""performance""]"
Earbuds,"Great earbuds. She (girlfriend) hasn't used them for very long, but so far she loves them. They hooked up easily, which was an issue with her old ones, and she loves that there are REALLY no wires attached. They sound great and really do cancel outside noise. And she likes the look of them (I got the white ones for her).","[""design"",""performance""]"
Hair Clips,great clips holds very well. great clips  holds very well,"[""performance""]"
Hair Clips,Great clips for styling. Love these clips. I use them all the time to help part my hair into sections for ironing. They can also help keep my twisted bun stay in place for a car ride over before I let the curls loose. I can't wear it all day because my hair is too heavy for the clips.,"[""performance""]"
Makeup Brush Holder ,Great buy.. It works really well.,"[""performance""]"
Hair Brush,Great brush. Great brush,"[""none""]"
Micro SD Memory Card,"Great backup for phone/camera shots. Using this car in my Samsung Galaxy S4, working well as my main storage.  Have downloaded pics to my computer using the adapter without a hitch.","[""performance""]"
Smart Scale,"great - until it stops working properly.. Blargh. I used to LOVE this scale, until like others have mentioned, it just decided to stop working. It's almost like one of the feet gets stuck or something, causing it to not function properly and the batteries drain in a few days. I had it about a year before this happened - so frustrating. Before that I liked it. :(","[""quality""]"
Coffee Filter,Good. Nice value,"[""value""]"
Shampoo,Good. It repaired my hair a bit but nothing tremendous to where I was in awe *natural hair*,"[""performance""]"
Curling Brush / Iron,"Good. Hard to find this size. Lasts about a year, but worth it for the price.","[""value""]"
Soft Tissues,Good. Good tissue,"[""none""]"
Castor Oil,Good. Good,"[""none""]"
Amazon Smart Plug,Good. As Expected.,"[""none""]"
Listerine pump for mouthwash,GOOD!!. GOOD!!,"[""none""]"
Pain Relief Cream,Good to have. Got for my moms shingles... she said she had a huge relief of pain as soon as she put on and she healed quickly,"[""performance""]"
Micro SD Memory Card,Good to go. As described. Good value,"[""value""]"
Kindle Tablet ,Good tablet for the money. It's a steal for 27 dollars. Does everything other tablets do.,"[""value""]"
Yoga Mat Cleaner,Good stuff. Smells great and doesn’t make me feel like I’m breathing in harmful chemicals as my forehead is on my mat.,"[""performance""]"
Insect Repellent,"Good stuff. Bottle lid was broken 😒. Other than that, good product.","[""quality""]"
Amazon Echo Show,good sound. very nice product. speakers are good. alexa speaks clearly and the picture is nice as well,"[""design"",""performance""]"
